Age,Monthly_Income,Debt_to_Income,Credit_Score,Loan_Amount,Employment_Years,Dependants,Prior_Defaults,Collateral_Value,Credit_Accounts,Utility_Latency,App_Session_Time,Social_Sentiment,Mobile_Data_Use,Ecommerce_Freq,Savings_Score,Community_Score,Night_Activity,Contact_Diversity,Bill_Consistency,Loan_Status
31,1642.89,0.5374,606,19430.19,2.31,2,0,24761.43,1,23.23,29.08,-0.2339,9.55,2,17.2,0.0,0.2915,49,0.0081,0
41,7060.83,0.05,706,16986.31,0.93,3,0,46114.15,7,1.66,67.92,0.3125,15.42,8,88.5,96.04,0.3318,255,0.5251,1
43,5052.27,0.1958,680,12690.54,21.31,0,1,38691.97,12,1.28,80.65,0.3267,24.24,18,82.07,55.44,0.0294,258,0.6566,1
39,2091.46,0.8231,488,16477.29,4.44,0,0,11257.02,3,9.86,20.63,0.1231,4.97,2,29.7,20.46,0.5129,63,0.1374,0
42,3367.06,0.1607,723,90000.0,1.98,0,0,190820.85,7,0.67,82.6,-0.1278,11.3,14,68.57,100.0,0.0384,257,0.8382,1
64,10678.84,0.2613,732,17648.23,6.21,1,0,14850.74,4,5.47,71.48,-0.0031,13.28,13,100.0,76.47,0.0927,239,0.7888,1
48,6097.98,0.1296,644,14789.81,20.83,2,0,35315.76,8,2.48,54.14,-0.024,11.31,13,52.86,86.89,0.1034,280,0.6906,1
50,9544.18,0.2037,713,35914.84,8.02,1,0,70209.93,5,0.39,39.58,-0.2087,7.03,16,97.93,83.93,0.1201,239,0.8502,0
38,1725.89,0.639,499,23582.68,1.91,4,1,14889.02,3,24.7,0.0,-0.0252,2.95,3,17.39,27.38,0.3356,55,0.2288,0
38,8954.9,0.7044,732,13240.36,21.5,1,0,12097.59,8,0.84,87.64,0.5544,15.86,6,57.59,62.22,0.4048,264,0.688,1
26,1189.27,0.4897,546,25582.05,1.48,3,2,23800.92,2,1.18,21.83,-0.537,1.72,2,10.25,5.54,0.7398,52,0.0897,0
30,3415.78,0.5669,489,14132.8,1.91,4,0,8294.03,3,0.65,30.34,-0.1581,3.14,1,26.11,17.22,0.2021,55,0.3786,0
43,3757.18,0.2198,644,17296.53,0.64,1,0,32014.65,5,1.28,61.14,0.4007,14.58,18,84.52,63.35,0.31,239,0.8178,1
50,3469.97,0.3345,648,18042.13,5.3,2,0,31990.85,9,0.19,82.19,0.0586,14.09,10,69.06,90.21,0.2109,262,0.9851,1
32,8453.7,0.2507,731,23113.88,29.49,3,0,94239.47,6,1.39,67.63,0.5342,42.35,13,84.27,62.34,0.2854,265,0.8507,1
42,1984.92,0.8674,431,54042.69,4.49,3,1,63930.7,1,45.0,0.0,-0.6879,3.09,1,21.54,0.0,0.3884,60,0.0836,1
56,2109.21,0.0696,589,14498.94,2.82,0,0,21799.33,4,0.76,90.61,-0.2022,24.32,7,58.82,84.11,0.1554,294,0.85,1
37,9426.37,0.2049,715,7475.74,39.0,0,1,16608.12,9,0.42,69.24,-0.1104,11.58,10,59.15,100.0,0.1862,251,0.6677,1
25,1532.75,0.7362,596,19796.86,0.73,2,0,16094.68,1,1.8,0.0,-0.766,1.78,2,29.26,42.91,0.5298,54,0.4894,0
22,1949.93,0.4456,409,20984.87,1.8,1,3,12679.54,1,1.22,37.02,-0.1224,3.11,1,13.79,57.92,0.4825,55,0.5667,1
28,1510.86,0.8589,337,10838.04,6.15,2,0,9584.59,2,10.23,9.93,-0.4411,2.1,3,40.84,12.25,0.7745,61,0.1918,0
48,4853.87,0.3583,685,18618.26,3.96,0,0,28709.19,10,2.76,74.57,0.6269,6.72,9,80.49,69.73,0.2182,251,0.5269,1
37,9250.42,0.0964,739,17722.49,17.1,1,1,26757.65,7,5.95,75.34,0.1822,9.92,7,63.11,91.43,0.0986,257,0.5836,1
60,8534.41,0.2031,668,35298.53,3.16,4,0,34104.37,8,1.5,94.38,0.2344,22.61,13,78.59,78.97,0.0551,225,0.7489,1
59,7469.3,0.3901,706,10937.71,27.35,1,0,42044.79,11,0.54,54.74,0.781,7.93,11,63.24,91.83,0.1332,255,0.8933,1
32,5363.13,0.3349,772,30367.83,0.33,3,0,58771.5,10,0.72,142.73,0.263,5.39,14,33.8,60.06,0.0242,263,0.676,1
55,10727.91,0.233,571,26324.06,0.78,2,0,47010.31,8,0.9,138.86,0.4601,24.98,13,56.28,82.89,0.2395,242,0.4863,1
29,2185.39,0.4136,422,10819.38,1.33,5,0,6585.74,2,38.47,11.85,-0.5414,2.5,0,43.48,3.35,0.8489,69,0.2691,0
34,1911.55,0.556,471,30840.7,2.83,7,1,19115.08,4,10.04,2.26,0.2022,2.53,4,22.67,38.19,0.371,49,0.3214,0
50,12656.06,0.5609,651,21500.69,22.4,2,0,37938.22,7,0.33,98.78,0.3197,13.96,14,48.73,83.34,0.2097,251,0.7198,1
32,1744.95,0.7555,478,16910.53,1.12,6,0,14242.79,3,12.98,0.0,-0.6748,1.22,3,34.47,19.29,0.6654,48,0.2876,0
38,3352.29,0.4433,718,33148.98,8.5,2,0,51350.94,7,0.36,93.16,0.2213,8.35,7,100.0,71.66,0.2167,283,0.5445,1
42,11622.03,0.0591,662,16759.59,2.35,1,0,18163.12,11,0.02,56.48,0.5408,5.68,22,53.41,76.38,0.1849,289,0.9812,1
32,1463.94,0.6778,431,24113.11,7.56,4,0,18302.6,1,13.76,39.81,-0.4141,2.61,2,2.09,13.51,0.5388,47,0.1822,0
52,4258.49,0.2355,599,35747.99,0.71,1,0,90540.57,8,1.66,72.95,0.2546,4.16,14,50.81,79.86,0.3372,258,0.7661,1
25,1691.35,0.7385,549,19643.35,1.18,3,2,17027.0,1,19.01,27.79,-0.089,2.33,3,5.05,19.35,0.6353,59,0.087,1
49,5822.79,0.1375,616,20951.93,3.37,3,0,34883.31,8,0.2,48.83,0.1296,11.04,26,57.3,70.3,0.2575,254,0.9158,1
37,18046.29,0.2087,594,16716.16,5.22,1,0,47687.05,3,1.96,75.19,0.2363,19.98,16,69.01,93.19,0.0409,233,0.7166,1
52,6225.27,0.3839,778,21541.07,17.86,0,0,39532.5,8,0.92,56.74,0.3934,27.33,14,70.41,64.96,0.122,249,0.8465,1
42,3444.96,0.2781,648,31066.39,15.09,3,0,57363.35,6,1.03,96.61,0.2819,18.73,3,85.0,67.35,0.2058,290,0.9467,1
43,7148.18,0.2883,733,28397.14,7.97,1,0,80089.25,6,0.01,49.17,0.0033,17.39,9,56.56,96.94,0.2389,239,0.7685,1
38,9355.23,0.206,688,40552.7,0.28,0,0,73055.57,7,0.65,97.47,0.0903,7.14,14,64.23,74.95,0.1914,275,0.7766,1
59,3898.2,0.1522,684,12793.36,5.9,0,0,35798.56,5,1.91,91.7,0.0829,19.06,9,85.01,50.67,0.3417,269,0.6217,1
40,2311.7,0.4007,548,44786.02,3.86,5,2,58977.59,4,14.51,22.43,-0.2343,4.31,3,5.9,21.9,0.4303,45,0.3878,1
56,4688.65,0.1216,646,37212.4,15.56,0,0,115145.26,7,0.05,68.84,0.6485,7.01,10,82.37,69.95,0.1407,245,0.7685,1
34,11378.94,0.2446,691,27982.67,1.6,0,0,32587.3,6,0.75,119.43,0.3757,4.98,12,87.32,88.3,0.2398,254,0.2464,1
38,1033.1,0.3733,423,16762.14,1.7,3,3,9762.38,2,43.28,26.3,-0.336,5.23,1,31.78,13.1,0.5377,53,0.4285,0
27,3115.08,0.3177,469,12599.6,2.93,6,3,11270.01,1,10.54,21.52,-0.9541,3.09,4,30.14,0.0,0.534,60,0.1655,1
57,12958.52,0.094,693,25187.01,29.84,1,0,46363.05,7,0.35,78.17,0.6651,14.1,13,46.53,75.03,0.3457,281,0.8469,1
33,3567.55,0.5956,486,30459.1,0.41,0,1,43773.8,1,2.87,20.81,-0.3792,1.91,1,0.0,73.81,0.6758,57,0.0823,0
18,1561.72,0.9008,516,13550.69,6.44,2,1,30735.39,4,1.86,51.25,-0.6176,7.24,3,19.79,44.68,0.4713,53,0.2043,0
38,4007.43,0.1805,670,23523.99,25.24,2,0,26807.57,8,0.79,28.23,0.8593,19.93,14,82.8,50.69,0.2442,275,0.8881,1
53,15398.12,0.2064,629,11659.55,4.74,0,0,14616.55,6,4.59,111.75,0.2709,13.77,14,70.41,63.21,0.165,249,0.5568,1
55,5820.89,0.2422,657,17993.08,23.71,1,0,53719.32,8,2.26,89.58,0.7994,10.27,10,72.52,88.27,0.2474,269,0.9184,1
48,7742.77,0.5295,739,58749.28,4.22,0,0,162585.16,5,0.27,77.38,0.435,12.74,11,30.81,46.01,0.2391,264,0.714,1
44,7740.0,0.2642,730,18344.95,2.18,1,0,69189.07,17,0.83,88.64,0.2486,23.49,13,100.0,66.62,0.0762,239,0.8881,1
43,6401.1,0.0888,682,18759.59,21.13,0,0,63888.9,6,0.98,58.1,0.2615,15.83,13,55.7,79.73,0.0893,260,0.9388,1
46,4738.33,0.7009,549,11309.42,17.12,0,0,21431.19,8,2.25,112.78,-0.0574,36.95,16,72.89,99.54,0.152,260,0.7625,1
50,6015.06,0.5666,815,32592.26,6.62,1,0,52801.6,4,5.46,123.96,0.3944,9.0,13,82.39,100.0,0.2451,278,0.894,1
35,3700.53,0.4488,551,6029.86,0.31,1,0,8044.3,1,14.65,22.67,-0.3865,3.09,4,35.69,30.92,0.7139,59,0.131,0
18,8570.62,0.147,644,30471.49,11.45,3,0,64364.0,7,1.39,85.79,0.3074,3.76,14,57.06,80.64,0.0946,259,0.8627,1
36,1476.18,0.5035,398,36645.18,1.14,4,2,48263.7,1,3.69,30.09,0.5541,2.52,2,29.82,24.89,0.3081,54,0.159,1
43,10664.81,0.1122,688,20712.97,5.1,3,0,26341.88,9,0.91,99.07,0.2236,15.59,12,86.04,68.4,0.2162,250,0.9313,1
42,7341.67,0.05,586,34013.6,2.97,3,0,20824.87,5,1.17,86.72,0.2404,31.64,18,46.8,58.41,0.0917,287,0.8799,1
37,8773.72,0.3363,673,25989.08,0.77,1,0,22088.09,11,3.2,95.49,0.41,14.82,8,87.7,67.5,0.1768,243,0.869,1
55,5557.92,0.3016,648,13756.04,3.43,1,0,16122.76,6,2.13,88.76,0.2598,6.91,24,54.38,66.56,0.1277,282,0.6083,1
42,3722.61,0.2272,716,19645.58,2.05,0,0,18590.66,13,1.38,56.11,0.2506,11.81,17,61.33,75.04,0.0529,268,0.3162,1
42,3811.63,0.2444,815,21941.73,16.41,0,0,73193.75,6,0.48,60.15,-0.112,17.74,17,79.75,73.48,0.0727,242,0.9766,1
35,4545.77,0.05,721,24847.73,7.08,0,0,54355.07,10,1.33,94.71,-0.0219,10.48,7,64.31,92.65,0.1131,301,0.8039,1
51,10797.76,0.05,699,19415.43,16.8,0,0,53974.0,8,0.8,61.96,0.2744,6.77,7,63.6,84.21,0.4197,279,0.7824,1
29,1996.01,0.7637,423,29088.99,2.21,2,0,41047.67,1,0.31,17.98,-0.2794,0.9,2,25.57,41.96,0.6063,55,0.2825,0
43,4662.6,0.2194,522,14324.66,2.18,0,0,34637.8,6,0.5,46.81,0.2409,28.58,13,80.27,94.59,0.3483,259,0.9804,1
55,4640.62,0.0856,633,17132.06,0.49,0,0,16301.46,5,2.79,76.83,0.6207,14.5,16,63.37,51.92,0.1235,265,0.9122,1
50,4007.76,0.6467,739,15401.86,24.65,4,0,9510.09,7,0.16,70.18,0.8832,24.9,16,41.56,68.95,0.1973,243,0.6065,1
37,8698.49,0.2642,602,23853.75,0.66,1,1,21663.75,7,1.12,77.78,-0.2793,39.22,8,47.91,98.23,0.0657,254,0.9179,1
34,4901.17,0.3794,679,26213.97,10.47,2,0,31335.78,6,0.14,83.42,0.1813,30.4,13,67.95,80.29,0.1519,243,0.7542,1
37,2835.76,0.2339,633,28375.1,7.54,1,0,57405.58,9,0.3,75.75,-0.0284,12.13,10,54.6,63.12,0.1522,274,0.655,1
40,6579.65,0.277,686,13051.92,1.06,0,0,39114.08,9,4.74,99.54,0.2249,25.58,10,68.81,73.79,0.1427,269,0.7946,1
24,1461.55,0.4101,518,28155.2,3.81,3,1,12926.48,1,44.36,14.44,0.0944,5.84,1,0.0,18.9,0.7581,42,0.2513,0
36,5882.24,0.1083,781,10758.81,17.3,1,0,11074.86,10,1.19,103.87,-0.3472,40.43,14,82.9,91.56,0.3709,248,0.8278,1
